Facility Code,Facility Name,Province,County,District,Division,Type,Owner,Location,Sub Location,Description of Location,Constituency,Nearest Town,Beds,Cots,Official Landline,Official Fax,Official Mobile,Official Email,Official Address,Official Alternate No,Town,Post Code,In Charge,Job Title of in Charge,Open 24 Hours,Open Weekends,Operational Status,ANC,ART,BEOC,BLOOD,CAES SEC,CEOC,C-IMCI,EPI,FP,GROWM,HBC,HCT,IPD,OPD,OUTREACH,PMTCT,RAD/XRAY,RHTC/RHDC,TB DIAG,TB LABS,TB TREAT,YOUTH
15339,Ngarua Health Centre,Rift Valley,Laikipia,Nyahururu,Ngarua,Health Centre,Ministry of Health,Kinamba,Gituamba,Within Karandi town  next to the tarmac road on your left side as go to Ndindika,LAIKIPIA WEST,Karandi Town,11,0,,,,ngaruahcentre@yahoo.com,P.O Box 36,,Ngarua,20321,Rotich Chebet,Clinical Officer,Y,Y,Operational,,,,,,,Y,,,,Y,,,,,,,,,,,
15340,Ngatataek Dispensary,Rift Valley,Kajiado,Kajiado Central,Namanga,Dispensary,Ministry of Health,Bissel,Ilpartimaro,,KAJIADO CENTRAL,Ngatataek,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,,,,,,,,,,,,
15341,Ngatha Nursing,Rift Valley,Nakuru,Nakuru,Municipality,Medical Clinic,Private Enterprise (Institution),Central,Viwanda,London estate,NAKURU TOWN,Nakuru Town,0,0,,,,,Please specify P.O. Box 1214,,Nakuru,20100,,,N,N,Not-Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
11712,Ngathini Dispensary,Coast,Kwale,Msambweni,Lunga Lunga,Dispensary,Community,Lunga Lunga,Vanga,Near ngathini Primary School,MSAMBWENI,Lunga Lunga,0,0,,,,,P.O Box P.O. Box 8,,Msambweni,80404,Richard,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
18284,Ngatu CDF,Rift Valley,Kajiado,Mashuru,Mashuru,Dispensary,Ministry of Health,Emaroro,Ngatu,Off Kajiado-Mashuru Road(To the Right),KAJIADO CENTRAL,Mashuru,0,0,0722940749,,0722940749,,P.O Box 31,0722940749,Mashuru,01100,Alice Muiro,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
17454,Ngecha (PCEA) Health Centre,Central,Kiambu,Limuru,Limuru,Health Centre,Other Faith Based,Ngecha,Ngecha,"Next to Gichuru Secondary School Ngecha Village, Limuru",LIMURU,Limuru,0,0,,,0725173109,,P.O Box 63,0724650343,Ngecha,00218,James W Gatu,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
17244,Ngecha Health Centre,Central,Kiambu,Limuru,Limuru,Health Centre,Ministry of Health,Ngecha,Ngecha,Ngecha Market,LIMURU,Ngecha,0,0,,,,,,,,,Esther. w.Njoroge,Nursing Officer in Charge,N,N,Pending Opening,,,,,,,,,,,,,,,,,,,,,,
10862,Ngecha Orthodox Dispensary,Central,Kiambu,Limuru,Limuru,Dispensary,Christian Health Association of Kenya,Ngecha,Ngecha,Ngecha shopping centre,LIMURU,Ngecha,0,0,,,0725692644,,P.O Box  91,0722551243,Ngecha,00218,Jacson Rotich,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
15342,Ngechek Dispensary,Rift Valley,Nandi,Nandi North,Kosirai,Dispensary,Ministry of Health,Ngechek,Lelboinet,,MOSOP,Kapsabet,,,,,0720-468652,, P.O. Box 5,,Kapsabet,,T. Sitienei,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
13849,Ngegu Dispensary,Nyanza,Homa Bay,Homa Bay,Rangwe,Dispensary,Ministry of Health,West Kochia ,Kaura(1),,RANGWE,Homa Bay,2,0,,,,,P.O Box 52,,Homa Bay,40300,Caroline Ogege,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12648,Ngelani (AIC) Dispensary,Eastern,Machakos,Machakos,Central,Dispensary,Christian Health Association of Kenya,Ngelani,Ngelani,In Ngelani Market,MACHAKOS TOWN,Machakos,4,0,,,,,P.O Box P.O. Box 700,,Ngelani,,Agnes Matindi,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
18686,Ngelani Dispensary,Eastern,Kitui,Mutitu,Mwitika,Dispensary,Ministry of Health,Mwitika,Ngelani,Ngelani Market,MUTITO,Ngelani,0,0,,,,,P.O Box 72 ,,Zombe,90213,N/A,Nursing Officer in Charge,N,N,Pending Opening,,,,,,,,,,,,,,,,,,,,,,
17829,Ngelel Tarit Dispensary,Rift Valley,Uasin Gishu,Eldoret East,Ainapkoi,Dispensary,Ministry of Health,Kaptagat,Lotonyok,Next to the A.I.C  Church Ngelel Tarit,ELDORET EAST,Eldoret,15,0,,,,,,,Eldoret,30100,Everlyn Nakuku,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
10863,Ngelelya Dispensary,Central,Kiambu,Thika East,Kakuzi,Dispensary,Ministry of Health,Ithanga,Ngelelya,TKIKA TOWN GARISSA HIGHWAY TO GATIIGURU STAGE JUST BEFORE NGOLIBA DOWN TO ITHANGA JUNCTION TURN RIGHT TO NGELELYA TOWN,GATANGA,Ngelelya,6,0,,,,,P.O Box 227,, Thika,,PATRICK MWANZIA,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
10864,Ngenda Health Centre,Central,Kiambu,Gatundu,Gatundu South,Health Centre,Ministry of Health,Ngenda,Ngenda,,GATUNDU SOUTH,Gatundutown,2,0,,,0727730087,,,,,,mr josphat kariuki,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
15343,Ngendalel Dispensary,Rift Valley,Kericho,Kipkelion,Kipkelion,Dispensary,Ministry of Health,Lesirwa,Lesirwa,A long Fortenan - Londiani Road,KIPKELION,Kipkelion,4,0,,,,,,,Kericho,20200,Emily Kemunto,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
17097,Ng'endalel Dispensary,Rift Valley,Baringo,Mogotio,Kisanana,Dispensary,Ministry of Health,Ng'endalel,,Near Ngendalel Primary School,MOGOTIO,Mogotio,0,0,,,,,Please specify P.O.  Kisanana Via Nakuru,,Nakuru,20105,,,N,N,Not-Operational,,,,,,,,,,,,,,,,,,,,,,
18604,Ngenia Dispensary,Rift Valley,Laikipia,Laikipia East,Daiga,Dispensary,Ministry of Health,,,2Kms off  Nanyuki -meru Rd,LAIKIPIA EAST,Nanyuki  Town,1,0,,,0723908973,janenganchagmail.com.,P.O Box 465 ,0712785794,Nanyuki,10400,Jnae Ngacha,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
17641,Ngenybogurio Dispensary,Rift Valley,Nandi,Nandi Central,Kapsabet,Dispensary,Ministry of Health,Kamobo,Kamobo,,ALDAI,Kapsabet,0,0,,,,,P.O Box 5,,Kapsabet,030300,Eliud Kipchumba Menjo,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
15344,Ngenyilel Dispensary,Rift Valley,Uasin Gishu,Eldoret West,Turbo,Dispensary,Ministry of Health,Ngenyilel,Osorongai,,ELDORET NORTH,Eldoret,0,0,,,,,P.O Box 170,,Kipkaren River,30100,Raphael Rotich ,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
13850,Ngere Dispensary,Nyanza,Migori,Rongo,Rongo,Dispensary,Ministry of Health,West Kamagambo,Kanyamamba,Branch Kanyawanga Junction ,RONGO,Rongo,1,0,,,,,P.O Box 2,,Rongo,,Ruth Nyakiamo,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
11713,Ngerenya Dispensary,Coast,Kilifi,Bahari,Bahari,Dispensary,Ministry of Health,Ngerenya,Ngerenya,Located along  Mombasa Malindi  high way after Tezo shopping centre after Kilifi Town,BAHARI,Ngerenya,0,0,,,0700825917,,P.O Box 9 Kilifi,0722247179,Kilifi,80108,Mary Tsuma,Clinical Officer,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
17711,Ngeri Dispensary,Nyanza,Homa Bay,Suba,Central,Dispensary,Ministry of Health,Kaksingiri West,Rangwa West,The Health Facility is located at Ngeri Market,GWASI,Magunga,0,0,,,,,P.O Box 50,,Mbita,40305,Jacklyne Adhiambo,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
15345,Ngeria South Dispensary,Rift Valley,Uasin Gishu,Wareng,Kesses,Dispensary,Ministry of Health,Megun,Megun,,ELDORET SOUTH,Eldoret,0,0,,,0727-718491,,P.O Box 94,,Eldoret,30100,Amos Maina,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12649,Ngeru Dispensary,Eastern,Tharaka Nithi,Maara,Mwimbi,Dispensary,Christian Health Association of Kenya,Ganga,Mugumango,,NITHI,Chogoria,0,0,,,,,P.O Box P.O. Box 10,,Magutni Chogoria,6400,Rosemary Nkonge,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12650,Ngetani Dispensary,Eastern,Machakos,Masinga,Masinga,Dispensary,Ministry of Health,Masinga,Ngetani,,MASINGA,Kivaa,0,0,,,0725-138089,,P.O Box  46,,Kindaruma,,Francisca Mutiso,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
17122,Ngeteti Community Health Dispensary,Central,Kiambu,Githunguri,Githunguri,Dispensary,Community,Githunguri,Kahunira,Near Kahunira Secondary School,GITHUNGURI,Githunguri,0,0,,,,,P.O Box 312,,Githunguri,00216,Eunice Wambui,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
15346,Ngetmoi Dispensary,Rift Valley,Baringo,Baringo Central,Kabarnet ,Dispensary,Ministry of Health,Ngetmoi,Tiriony,,BARINGO CENTRAL,Kabarnet,4,0,,,,,P.O Box  81,,Kabarnet,30400,Ruth J. Kerio,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
10865,Ngewa Health Centre,Central,Kiambu,Githunguri,Githunguri,Health Centre,Ministry of Health,Ngewa,Nyaga,Ruiru Githunguri Road Near Ngewa/Kwamaiko Shopping Centre,GITHUNGURI,Githunguri,6,6,,,,,P.O Box 39,,Kiambu,OO9OO,Kahuthia Munene,,N,N,Operational,,,,,,,,,,,,,Y,,,,,,,,,
18500,Ngieni Community Dispensary,Eastern,Kitui,Mwingi East,Nuu,Dispensary,Non-Governmental Organizations,Mutyang'ome,Ngieni,,MWINGI SOUTH,Kaai,0,0,,,,,P.O Box 16,,Mwingi,90400,Samuel Kavoo,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18252,Ngiini Dispensary,Eastern,Makueni,Mukaa,Malili,Dispensary,Ministry of Health,Malili,Mavivye,Off at Kautandini Junction at Msa Road to AIC Nyayo Girls,KILOME,Salama,0,0,0,0,0,0,P.O Box 2067,0,Machakos,,Peter Nduva,Nursing Officer in Charge,Y,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18360,Ngiitakito Dispensary,Rift Valley,Turkana,Turkana Central, Central,Dispensary,Ministry of Health,Lodwar,Nakuriko,,TURKANA CENTRAL,Lodwar,0,0,,,,,P.O Box 118,,Lodwar,,Jacinta Areman,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
14459,Ngilai Dispensary,Rift Valley,Samburu,Samburu East,Wamba,Dispensary,Non-Governmental Organizations,Ngilai,Ngilai,,SAMBURU EAST,Ngilai,0,0,,,,,Please specify P.O. Box 103,,Wamba,20603,Patrick Lolokuria,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
12651,Ngiluni Dispensary,Eastern,Makueni,Kibwezi,Mtito Andei,Dispensary,Ministry of Health,Mtito Andei,Mtito Andei,At Ngiluni Market through Mtito Andei Railway Station Road.,KIBWEZI,Mtito Andei,2,0,,,,,P.O Box  128,,Mtito Andei,90128,Margaret Gashibu,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
12652,Ngiluni Dispensary (Kitui),Eastern,Kitui,Kisasi,Central,Dispensary,Ministry of Health,Mbusyani,Ngiluni,Near Ngiluni Market,KITUI CENTRAL,Ngiluni,0,0,,,,,P.O Box 22,,Kitui,90200,Grace W. Mutua,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
16935,Ngiluni Dispensary (Mwingi),Eastern,Kitui,Mwingi East,Nguni,Dispensary,Ministry of Health,,,,MWINGI SOUTH,,0,0,044822551,044822394,,dmohmwingi@yahoo.com,P.O Box 16,,Mwingi,90400,Peter Kimanzi Mwangangi ,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
16274,Ng'imalo Dispensary,Nyanza,Migori,Nyatike,Nyatike,Dispensary,Ministry of Health,S.E Kadem,Ng'Ira,,NYATIKE,Sori,0,0,,,,, P.O. Box 202,,Suna Migori,40400,,,N,N,Not-Operational,,,,,,,,,,,,,,,,,,,,,,
15347,Nginyang Health Centre,Rift Valley,Baringo,East Pokot,Mondi,Health Centre,Ministry of Health,Loiyamorok,Loiyamorok,Between Loruk and Chemolingot,BARINGO EAST,Chemolingot,12,0,,,,,P.O Box P.O. Box  39,,CHEMOLINGOT,30600,Matundura,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
10868,Ngiriambu (ACK) Dispensary,Central,Kirinyaga,Kirinyaga East,Gichugu,Dispensary,Christian Health Association of Kenya,Njukini,Mirichi,4km along Kianyaga/Kiamutugu road,GICHUGU,Kianyaga town,0,0,,,,,P.O Box 97,,Kianyaga,10303,Susan W. Muriithi,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
13851,Ngisiru Dispensary,Nyanza,Migori,Kuria West,Mabera,Dispensary,Ministry of Health,Tagare,Ngisiru,,KURIA,Ngisiru,2,0,,,,,P.O Box P.O. Box 25 ,,Kehancha,40413,Joseph Mokami Nyaiki,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
15348,Ngito Dispensary,Rift Valley,Narok,Narok South,Mulot,Dispensary,Other Faith Based,Ngito,Ngito,Off Mulot-Sogoo road next to Ngiito Secondary School,NAROK SOUTH,Ololulunga,8,1,,,,,P.O Box  39,,Amala,20503,Edna Chepwogen,Nursing Officer in Charge,N,N,Operational,,Y,,,,,Y,,,,Y,,,,,,,,,,,
13852,Ng'iya Health Centre,Nyanza,Siaya,Siaya,Karemo,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,South East Alego,Mur Ngiya,,ALEGO,Ng'Iya Township,0,0,,,,,,,,40600,Tom Otula,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
15349,Ngobit Dispensary,Rift Valley,Laikipia,Laikipia Central,Lamuria,Dispensary,Ministry of Health,Ngobit,Ngobit,Along Nyeri - Nyahururu road,LAIKIPIA EAST,Nyahururu,0,0,,,,,,,,,Tecla Miguongo,Nursing Officer in Charge,N,N,Operational,,Y,,,,,,,Y,,Y,,,,,,,,,,,
13853,Ngodhe Dispensary,Nyanza,Migori,Rongo,Rongo,Dispensary,Ministry of Health,East Kamagambo,Kanyadeto,Along Rongo Homa Bay Route,RONGO,Opapo,1,0,,,,,P.O Box P.O. Box 320,,Rongo,,Dorine Otieno,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
18076,Ng'odhe Dispensary (Main Land),Nyanza,Homa Bay,Mbita,Mbita,Dispensary,Ministry of Health,Gembe West,Kasgunga Central,,MBITA,Mbita,0,0,,,,,P.O Box 50,,Mbita,40305,,,N/A,N/A,Not-Operational,,,,,,,,,,,,,,,,,,,,,,
13854,Ng'odhe Island Dispensary,Nyanza,Homa Bay,Suba,Mbita,Dispensary,Ministry of Health,Rusinga West,Wanyama,Situated in Ng'odhe Island,GWASI,Mbita,4,0,,,,,P.O Box 50 ,,Mbita,,Emmanuel Mashiya,Nursing Officer in Charge,N,N,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
12653,Ngoleni Dispensary,Eastern,Machakos,Kathiani,Kathiani,Dispensary,Ministry of Health,Ngoleni,Ngoleni,,KATHIANI,Kathiani,0,0,,,,,P.O Box 37,,Mitaboni,90104,Jane musau,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
10869,Ngoliba Health Centre,Central,Kiambu,Thika East,Thika Municipality,Health Centre,Ministry of Health,ngoliba,Ngoliba,ALONG TKIKA GARISSA ROAD PAST KILIMAMBOGO,JUJA,Thika,12,6,,,0726370851,,P.O Box P.O. Box 227,, Thika,01000,PRISCILLAH MBURU,Clinical Officer,Y,Y,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
11714,Ng'ombeni Dispensary,Coast,Kwale,Matuga,Matuga,Dispensary,Ministry of Health,Ng'ombeni,Ng'ombeni,"Along Mombasa-Lunga lunga road, between Ngombeni Secondary & Primary School",MATUGA,Kwale,0,0,020-2107065,020-2107065,,,P.O Box P.O. Box 200,,Kwale,80403,Esther Deche,Clinical Officer,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
11715,Ngomeni Dispensary (Malindi),Coast,Kilifi,Magarini,Magarini,Dispensary,Ministry of Health,Gongoni,Ngomeni,At the junction of Malindi - Lamu road 11km from the Main road Next to Ngomeni Primary School,MAGARINI,Ngomeni town,0,0,00000000,,0702115379,,P.O Box 4,,Malindi,80200,Salma Samba Swalehe,Clinical Officer,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
12654,Ngomeni Health Centre,Eastern,Kitui,Kyuso,Ngomeni,Health Centre,Ministry of Health,Ngomeni,Kavuti,,MWINGI NORTH,Ngomeni,7,0,,,,Mohkyuso@gmail.com,P.O Box P.O. Box 13,,Kyuso,90401,Joyce,Clinical Officer,Y,Y,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
18510,Ngomoni Dispensary,Eastern,Kitui,Kitui Central,Yatta,Dispensary,Ministry of Health,Ngomoni,Mandongoi,Ngomoni Market,KITUI WEST,Ngomoni,0,0,,,,,P.O Box 692,,Kitui,90200,,,N/A,N/A,Pending Opening,,,,,,,,,,,,,,,,,,,,,,
16382,Ngondi Dispensary,Rift Valley,Nakuru,Naivasha,Kongoni,Dispensary,Ministry of Health,Moi Ndabi,Moi Ndabi,,NAIVASHA,Naivasha,0,0,,,,,,,,,proposed site,,N,N,Pending Opening,,,,,,,,,,,,,,,,,,,,,,
18131,Ngondu Medical Clinic,Rift Valley,Nakuru,Njoro,Njoro,Medical Clinic,Private Practice - Nurse / Midwife,Ngondu,Ngondu,,MOLO,Egerton,0,0,,,,,,,,,M W. Kimani,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
15350,Ngong Hills Hospital,Rift Valley,Kajiado,Kajiado North,Ngong,Nursing Home,Private Enterprise (Institution),Ngong,Ngong,,KAJIADO NORTH,Ngong,24,0,,,0722-387820,,,,,,,,N,N,Not-Operational,,,,,,,Y,,Y,,,,Y,,,,,,,,,
19060,Ngong Medicare Clinic,Rift Valley,Kajiado,Kajiado North,Ngong,Medical Clinic,Private Practice - Clinical Officer,Ngong,Mathare,Ngong Town Oloolua Road,KAJIADO NORTH,Ngong,0,0,,,,,P.O Box 200,,Ngong,00208,Daniel Bett,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
18238,Ngong Rapha Hospital,Rift Valley,Kajiado,Kajiado North,Ngong,Other Hospital,Private Practice - General Practitioner,Ngong,Oloolua,Oloolua Road,KAJIADO NORTH,Ngong,10,10,04540850,,0705731041,ngongraphahospital@gmail.com,P.O Box 87,,Karen,00502,Dr.Kioni Warugongo,Doctor In Charge,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13123,Ngong Road Health Centre,Nairobi,Nairobi,Dagoretti,Dagoretti,Dispensary,Local Authority,Woodley,,,DAGORETI,Dagoretti Corner,0,0,0202345450,,,,,,,,Aboki,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
15351,Ngong Sub-District Hospital,Rift Valley,Kajiado,Kajiado North,Ngong,Sub-District Hospital,Ministry of Health,Ngong,Ngong,Ngong Gichagi Road,KAJIADO NORTH,Ngong,25,3,0202184015,,0719350221,ngongsdh@gmail.com,P.O Box 99,,Ngong,00208,Dr. Joan Bor,Doctor In Charge,Y,Y,Operational,,Y,,,,,Y,,Y,,,,Y,,,,,,,,,
17052,Ngo'nga Dispensary,Nyanza,Migori,Awendo,Awendo,Dispensary,Community Development Fund,South Sakwa,Waundha,"Awendo Mariwa Road then branch to Nyabera Juntion, Kaloo Junction to Ngo'nga' Marker Center",RONGO,Mariwa Market Center / Ngo'nga,0,0,,,,,,,,,,,N,N,Pending Opening,,,,,,,,,,,,,,,,,,,,,,
18849,Ngongo Dispensary,Eastern,Meru,Imenti South,Abogeta West,Health Centre,Ministry of Health,Kionyo,,,SOUTH IMENTI,Kionyo Market,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
16864,Ngongoni Dispensary (Kyuso),Eastern,Kitui,Tseikuru,Tseikuru,Dispensary,Ministry of Health,Tseikuru,Nziitu,,MWINGI NORTH,Tseikuru,0,0,,,,Mohkyuso@gmail.com,P.O Box  613,,Tseikuru,90401,Pamela,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12655,Ngongoni Dispensary (Mwingi),Eastern,Kitui,Mwingi West,Migwani,Dispensary,Ministry of Health,Thitani,Ngongoni,,MWINGI SOUTH,Ngongoni,0,0,044-822551,044-822394,,dmohmwingi@yahoo.com,P.O Box 16,,Mwingi,90400,Agnes Ndebu,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
10870,Ngorano Health Centre,Central,Nyeri,Mathira West,Mathira,Health Centre,Ministry of Health,Ngorano,Gatunganga,,MATHIRA,Karatina,12,0,,,0724-925731,,P.O Box P.O. Box 1798,,Karatina,10101,Waruhiu P.W.,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
10871,Ngorika Dispensary,Central,Nyandarua,Mirangine,Olkalau ,Dispensary,Ministry of Health,Ngorika,Ngorika,,OL KALOU,Nakuru,10,0,,,,,,,,,Mary Wangui Murugami,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
15352,Ngoron Dispensary,Rift Valley,Baringo,East Pokot,Kolowa,Dispensary,Ministry of Health,Kolowa,Kolowa,Kolowa -Ngoron route,BARINGO EAST,Chemolingot,0,0,,,,,P.O Box P.O. Box  39,,Chemolingot,30600,Samwel Lotodo,Nursing Officer in Charge,N,N,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
10872,Ngorongo Health Centre,Central,Kiambu,Gatundu North,Kamwangi,Health Centre,Ministry of Health,Chania,Ngorongo,,GATUNDU NORTH,Gatundutown,10,2,,,0724-585861,, ,,,,Rhoda,,N,N,Operational,,,,,,,,,,,,,Y,,,,,,,,,
17752,Ngosuani Dispensary,Rift Valley,Narok,Narok South,Osupuko,Dispensary,Other Faith Based,Ngosuani,Ngosuani,Located Ngosuani market off Narok-Maasai mara road,NAROK SOUTH,Ngosuani Market,0,0,,,,,P.O Box 47,,Ololulunga,,Pose Tapanei,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
17558,Ngothi Mc,Central,Nyandarua,Kinangop,NORTH KINANGOP,Medical Clinic,Private Practice - Clinical Officer,,,,KINANGOP,,0,0,,,,,,,,,,,N/A,N/A,Operational,,,,,,,,,,,,,,,,,,,,,,
15353,Ngubereti Health Centre,Rift Valley,Baringo,Mogotio,Mogotio,Health Centre,Ministry of Health,Lembus Ngubereti,Ngubereti,,MOGOTIO,Mogotio,14,1,,,,,P.O Box 41,,Mogotio,20103,Stanley Chesire,,N,N,Operational,,,,,,,Y,,,,Y,,Y,,,,,,,,,
17526,Nguge Dispensary,Nyanza,Siaya,Gem,Wagai,Dispensary,Ministry of Health,West Gem,Nguge,,GEM,,0,0,,,,,,,,,,,N,N,Not-Operational,,,,,,,,,,,,,,,,,,,,,,
10873,Nguka Dispensary,Central,Kirinyaga,Kirinyaga North,Mwea,Dispensary,Ministry of Health,Thiba,Nguka,5km from Ngurubani town after the mosque,MWEA,Nguka,0,0,,,,,P.O Box 24,,Kerugoya,10300,Samuel M. Karubiu,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
13855,Nguku Dispensary,Nyanza,Homa Bay,Ndhiwa,Nyarongi,Dispensary,Ministry of Health,West Kanyadoto,Kabura North,,NDHIWA,Ndhiwa,0,0,,,,, ,,,,Morekwa,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12656,Ngulini Dispensary,Eastern,Machakos,Mwala,Mwala,Dispensary,Ministry of Health,Mwala,Ngulini,,MWALA,Mwala,0,0,,,,, P.O. Box 35,,Mwala,,Adah Wanjiru,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
12657,Nguluni Health Centre,Eastern,Machakos,Matungulu,Matungulu,Health Centre,Ministry of Health,Nguluni ,Nguluni ,,KANGUNDO,Nguluni ,0,0,,,,,P.O Box  1002,,Kangundo,,Kivati,,N,N,Operational,,Y,,,,,,,Y,,,,Y,,,,,,,,,
19236,Ngumba Medical Centre,Nairobi,Nairobi,Kasarani,Ruaraka ,Medical Clinic,Private Enterprise (Institution),ruarak,,thika rd just next to breweries industry,KASARANI, just next to breweries industry,10,2,,,,,,,,,Sarah Mate,Medical Superintendant,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19415,Ngumbulu Dispensary,Eastern,Machakos,Yatta,,Dispensary,Ministry of Health,,,,YATTA,,0,0,,,,,,,,,,,N/A,N/A,Not-Operational,,,,,,,,,,,,,,,,,,,,,,
12658,Nguni Health Centre,Eastern,Kitui,Mwingi East,Nguni,Health Centre,Ministry of Health,Nguni,Mwasuma,,MWINGI NORTH,Nguni,5,2,044-822551,044-822394,,dmohmwingi@yahoo.com,P.O Box P.O. Box 16,,Mwingi,90400,Teresia Koki,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
19829,Ngurubani Medical Services,Central,Kirinyaga,Kirinyaga North,,Medical Clinic,Private Practice - Nurse / Midwife,,,,MWEA,,0,0,,,,,,,,,,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12659,Nguruki-Iruma Dispensary,Eastern,Tharaka Nithi,Maara,Mwimbi,Dispensary,Christian Health Association of Kenya,Ganga,Mugumango,,NITHI,Chogoria,0,0,,,,,P.O Box P.O. Box 10,,Magutni Chogoria,6400,Sr.Monica Kisoli,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
16819,Ngurumo Dispensary,Central,Nyeri,Mathira West,Mathira,Dispensary,Ministry of Health,Kirimukuyu,Mutathiini,,MATHIRA,Karatina,0,0,,,,,,,,,Joseph wamutitu,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
