Code,Officialname,Province,County,Sub county,Ward,Facility type,Owner type,,,,Constituency,,,,,,,,,,,,,,Open_whole_day,Open_weekends,Operation status,ANC,ART,BEOC,BLOOD,CAES SEC,CEOC,C-IMCI,EPI,FP,GROWM,HBC,HCT,IPD,OPD,OUTREACH,PMTCT,RAD/XRAY,RHTC/RHDC,TB DIAG,TB LABS,TB TREAT,YOUTH
21517,Mbeka Dispensary,Siaya,Siaya,Bondo,Central Sakwa,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21527,Kivingoni Dispensary,Machakos,Machakos,Yatta,Ndalani,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21529,Masinya Dispensary,Siaya,Siaya,Bondo,North Sakwa,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21695,Imakuyi Dispensary,Kakamega,Kakamega,Shinyalu,Murhanda,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21935,Sheywe Dispensary,Kakamega,Kakamega,Malava,Shirungu-mugai,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22098,ELWAK COTTAGE NURSING HOME,Mandera,Mandera,Mandera South,Elwak South,Nursing Homes,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22129,Riogachi Dispensary,Kisii,Kisii,Bomachoge Borabu,Magenche,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22130,Igorera Dispensary,Kisii,Kisii,Bomachoge Borabu,Bombaba Borabu,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22132,Kiango Dispensary,Kisii,Kisii,Bomachoge Borabu,Bombaba Borabu,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22158,Kiabugesi Dispensary,Kisii,Kisii,Bomachoge Borabu,Magenche,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22339,Kerongorori Dispensary,Kisii,Kisii,Bomachoge Borabu,Bokimonge,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22459,Nyamware Gioka Dispensary,Kisii,Kisii,Bobasi,Basi Central,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22546,Kiptuimet Dispensary,Trans Nzoia,Trans Nzoia,Kwanza,Keiyo,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23342,Mama Asha Nursing Home,Mandera,Mandera,Mandera East,Township,Comprehensive health Centre,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24233,Archers Post Sub-County Hospital,Samburu,Samburu,Samburu East,Waso,Primary care hospitals,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24600,Majabow Dispensary,Wajir,Wajir,Tarbaj,Tarbaj,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24686,Eshibembe Health Centre,Kakamega,Kakamega,Butere,Marama South,Basic Health Centre,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24760,Qarsa Jukala Dispensary,Wajir,Wajir,Eldas,Eldas,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24766,PremierCare Diagnostics Loitokitok,Kajiado,Kajiado,Loitokitok,Kuku,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24780,Waradey Dispensary,Wajir,Wajir,Eldas,Della,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24799,Glosa Medical Centre,Trans Nzoia,Trans Nzoia,Saboti,Matisi,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24829,Mariakani Cottage Hospital,Busia,Busia,Matayos,Burumba,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24931,St John Health Centre,Trans Nzoia,Trans Nzoia,Kiminini,Sirende,Comprehensive health Centre,Faith Based Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25040,Kalapata Dispensary (Alale),West Pokot,West Pokot,Pokot North,Alale,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25043,Sasak Dispensary,West Pokot,West Pokot,Pokot North,Alale,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25075,Migag Dispensary,Wajir,Wajir,Wajir South,Ibrahim Ure,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25117,Kases Dispensary,West Pokot,West Pokot,Pokot North,Kiwawa,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25129,Sonheal Medical Centre,Samburu,Samburu,Samburu Central,Maralal,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25176,LANQURA DISPENSARY,Mandera,Mandera,Mandera North,Guticha,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25439,Kyaume Dispensary,Machakos,Machakos,Matungulu,Tala,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25506,Emung'abo Dispensary,Kakamega,Kakamega,Khwisero,Kisa Central,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25514,Otondo Health Centre,Homa Bay,Homa Bay,Kabondo Kasipul,Kabondo East,Basic Health Centre,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25564,Munoru Dispensary,Nyandarua,Nyandarua,Kipipiri,Githioro,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25586,Dr. Shem Rakewa Limited,Kisumu,Kisumu,Kisumu Central,Market Milimani,Dental Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25587,Boi dispensary,Nandi,Nandi,Aldai,Kobujoi,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25588,Mirmed Health Care,Nairobi,Nairobi,Westlands,Parklands/Highridge,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25589,Campel Medical Centre,Embu,Embu,Mbeere South,Mwea,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25591,Jordan Primary Healthcare,Embu,Embu,Mbeere South,Mbeti South,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25592,Jamii Dental Clinic- Rongo,Migori,Migori,Rongo,Central Kamagambo,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25593,Bingwa Afya Clinic(Naivasha),Nakuru,Nakuru,Naivasha,Mai Mahiu,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25594,Nyumbani Medical Centre,Meru,Meru,Igembe South,Maua,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25595,Waridi Family Health Care Center,Meru,Meru,Igembe South,Maua,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25596,Nyamanga Dispensary(Ndhiwa),Homa Bay,Homa Bay,Ndhiwa,Kanyamwa Kosewe,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25597,Bombangi Dispensary,Nyamira,Nyamira,Nyamira,Township,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25608,Kapsimatwo Central Clinic,Nandi,Nandi,Nandi Hills,Nandi Hills,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25609,Adenville Medical Care Centre,Machakos,Machakos,Athi River,Athi River,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25610,Miathene Medical Clinic,Meru,Meru,Tigania West,Kianjai,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25611,Ndimaini medical clinic,Nyeri,Nyeri,Mathira East,Konyu,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25612,MIKINDUNI DISPENSARY,Tana River,Tana River,Galole,Mikinduni,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25614,Osim Medical Centre,Kajiado,Kajiado,Kajiado West,Keekonyokie,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25616,Supermed Dialysis & Diagnostic Centre,Mandera,Mandera,Mandera East,Township,Nursing Homes,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25617,Karare Medical Clinic,Marsabit,Marsabit,Saku,Karare,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25618,Lions Ngoswani Community Maternal and Child Hospital,Narok,Narok,Narok West,Siana,Primary care hospitals,Faith Based Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25623,Hudud Nursing Home,Mandera,Mandera,Mandera East,Township,Nursing Homes,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25625,Mumias West Health Care,Kakamega,Kakamega,Mumias West,Mumias Central,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25626,Mbudzi Community Health Centre,Kilifi,Kilifi,Ganze,Jaribuni,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25632,Royal Victory Hospital,Nairobi,Nairobi,Ruaraka,Mathare North,Specialized & Tertiary Referral hospitals,Faith Based Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25633,Naki Medical Clinic,Meru,Meru,Imenti Central,Abothuguchi Central,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25635,Gatuune Dispensary,Meru,Meru,Imenti Central,Mwangathia,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25636,Beta Care Setlite clinic,Nairobi,Nairobi,Starehe,Ngara,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25639,States View Medical Cetre,Nairobi,Nairobi,Embakasi East,Lower Savannah,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25641,Kenswed  Nursing Home,Kajiado,Kajiado,Kajiado West,Ewuaso Oo Nkidong'i,Nursing Homes,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25642,Equity Afia  Medical Centre (Kikuyu),Kiambu,Kiambu,Kikuyu,Kikuyu,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25643,Mwirigis Healthcare Services,Nyeri,Nyeri,Nyeri South,Iria-ini,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25644,Health Gate Hospital,Nairobi,Nairobi,Starehe,Pangani,Secondary care hospitals,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25647,Tanocare Dental Clinic,Tharaka Nithi,Tharaka Nithi,Chuka,Mugwe,Dental Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25650,Access Afya Baba dogo,Nairobi,Nairobi,Ruaraka,Babandogo,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25651,Ponacare Medical LTD,Mombasa,Mombasa,Nyali,Frere Town,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25652,Waikiki Health Services,Nairobi,Nairobi,Embakasi East,Embakasi,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25654,Primecare Health  Services,Kiambu,Kiambu,Ruiru,Biashara,Basic Health Centre,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25655,Faith and Gracious Clinic,Embu,Embu,Manyatta,Ruguru-ngandori,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25656,Bliss Medical Center(Umoja 2),Nairobi,Nairobi,Embakasi West,Umoja I,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25657,Thawabu Medical Clinic,Nairobi,Nairobi,Embakasi Central,Kayole South,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25658,Equata Medical Center,Nairobi,Nairobi,Embakasi Central,Kayole South,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25661,Heroes Cottage Hospital,Migori,Migori,Kuria West,Bukira East,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25662,Makhwabuye Dispensary,Kakamega,Kakamega,Malava,South Kabras,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25663,Sidia medical centre,Nyeri,Nyeri,Kieni West,Mwiyogo/Endarasha,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25667,Belwop Mark Aderson health centre,Nyeri,Nyeri,Kieni West,Mwiyogo/Endarasha,Medical Clinic,Non-Governmental Organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25669,Cape Of Good Hope Memoral Medical Clinic,Homa Bay,Homa Bay,Mbita,Mfangano Island,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25672,Kamalel Health Centre,Uasin Gishu,Uasin Gishu,Kesses,Racecourse,Basic Health Centre,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673,Kibotany Dispensary,Baringo,Baringo,Mogotio,Kisanana,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25674,The God's Favour Nursing Home,Uasin Gishu,Uasin Gishu,Soy,Moi's Bridge,Nursing and Maternity Home,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25675,Neema Optician Eye Clinic,Nyeri,Nyeri,Nyeri Central,Rware,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25676,Garlands Medical Center,Nyeri,Nyeri,Nyeri Central,Ruring'u,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25677,Agha Khan University Hospital Malindi,Kilifi,Kilifi,Magarini,Sabaki,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25678,Gladwell-B,Kilifi,Kilifi,Magarini,Gongoni,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25679,Muyu Wa Kae,Kilifi,Kilifi,Magarini,Adu,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25680,Bonventure Kiamuri Medical Clinic,Meru,Meru,Imenti Central,Kiagu,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25685,Medafya Healthcare Limited,Kisumu,Kisumu,Kisumu Central,Shauri Moyo Kaloleni,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25687,Prince Richard Health Care Clinic,Homa Bay,Homa Bay,Mbita,Kasgunga,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25688,Edris Premier Hospital Limited,Nairobi,Nairobi,Kamukunji,Airbase,Nursing and Maternity Home,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25690,Danya Medical Centre,Nyamira,Nyamira,Nyamira,Bonyamatuta,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25691,Custom Medical Center,Mandera,Mandera,Mandera East,Township,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25692,Munasio Dispensary,Kakamega,Kakamega,Shinyalu,Isukha West,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25693,Ntharawe Dispensary,Embu,Embu,Mbeere South,Kiambere,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25694,Shichinji Dispensary,Kakamega,Kakamega,Ikolomani,Idakho North,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25695,Lions Sightfirst Eye Hospital Nyeri,Nyeri,Nyeri,Nyeri Central,Rware,Medical Center,Non-Governmental Organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25696,St Acharius Medical Clinic,Kirinyaga,Kirinyaga,Kirinyaga East,Njukiine,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25697,Emaira Dispensary,Kakamega,Kakamega,Butere,Marama West,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25698,Namasanda Health Centre,Kakamega,Kakamega,Matungu,Kholera,Basic Health Centre,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25699,Lutasio Health Centre,Kakamega,Kakamega,Matungu,Khalaba,Basic Health Centre,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25700,Bomets health care,Trans Nzoia,Trans Nzoia,Cherangany,Chepsiro/Kiptoror,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25701,Brooklyn Medical Centre,Bomet,Bomet,Bomet Central,Silibwet Township,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25702,Annie Hospital,Trans Nzoia,Trans Nzoia,Kiminini,Hospital,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25704,Wellness Health Services,Machakos,Machakos,Machakos,Muvuti/Kiima-kimwe,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25715,Nabro Medical Clinic,Nandi,Nandi,Aldai,Kemeloi-maraba,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25716,Kitaor  Dispensary,Nandi,Nandi,Aldai,Kemeloi-maraba,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25717,Beyond Scope Hospital,Mombasa,Mombasa,Kisauni,Magogoni,Primary care hospitals,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25718,Hapakenya Medical Clinic,Mombasa,Mombasa,Kisauni,Junda,Medical Clinic,Non-Governmental Organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25719,The white cresent Hospital,Nandi,Nandi,Chesumei,Chemundu/Kapng'etunyi,Secondary care hospitals,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25720,Itete Dispensary,Kakamega,Kakamega,Matungu,Koyonzo,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25721,Penda Medical Centre - Lucky Summer,Nairobi,Nairobi,Ruaraka,Lucky Summer,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25722,Penda Medical Center - Mathare North,Nairobi,Nairobi,Ruaraka,Mathare North,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25723,Mimosa Cottage Hospital,Nairobi,Nairobi,Roysambu,Roysambu,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25724,Penda Medical Centre - Kahawa Wendani,Kiambu,Kiambu,Ruiru,Kahawa Wendani,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25725,Hakika Medical clinic,Nairobi,Nairobi,Embakasi North,Kariobangi North,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25728,PONAH HEALTHCARE MEDICAL CLINIC,Vihiga,Vihiga,Hamisi,Tambua,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25730,Mukavakava Dispensary,Kakamega,Kakamega,Malava,Butali/Chegulo,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25731,Highrise Healthcare Services,Embu,Embu,Mbeere South,Mbeti South,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25732,Genvis Medical Center,Embu,Embu,Mbeere North,Muminji,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25733,Charis Medical Centre,Kirinyaga,Kirinyaga,Kirinyaga North/Mwea West,Mutithi,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25734,Hapsa Medical Center,Kirinyaga,Kirinyaga,Kirinyaga East,Kabare,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25735,Upland Health Care Center,Kirinyaga,Kirinyaga,Kirinyaga Central,Kerugoya,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25736,Kagumo Vision Medical Centre-Annex,Kirinyaga,Kirinyaga,Kirinyaga Central,Mutira,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25738,Elfem Medical Clinic,Kirinyaga,Kirinyaga,Kirinyaga Central,Kanyekini,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25739,Linda Jamii Healthcare LTD,Siaya,Siaya,Alego Usonga,Central Alego,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25742,Pefa Mercy Mission Medical Centre,Nyandarua,Nyandarua,Kinangop,Magumu,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25743,Nkomaru Dispensary,Tharaka Nithi,Tharaka Nithi,Tharaka South,Marimanti,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25744,Bomani Hospital,Kisii,Kisii,Bonchari,Riana,Primary care hospitals,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25750,Ifo Health Post 7 Dispensary,Garissa,Garissa,Dadaab,Dadaab,Dispensary,Non-Governmental Organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25751,Bethsaida Medical Clinic,Kisii,Kisii,Kitutu Chache South,Nyakoe,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25752,Kichawa Health Center,Homa Bay,Homa Bay,Karachuonyo,Kanyaluo,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25753,Al-Zak Medical Clinic,Mombasa,Mombasa,Kisauni,Junda,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25754,Alder Medical Centre,Kiambu,Kiambu,Thika Town,Hospital,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25755,Bliss Medical Centre-Thika,Kiambu,Kiambu,Thika Town,Township,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25757,Kwa Ngethe Priority Medical Care,Kiambu,Kiambu,Juja,Theta,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25758,Impact Health Solutions,Kiambu,Kiambu,Juja,Juja,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25759,Nyamogo Dispensary,Homa Bay,Homa Bay,Ndhiwa,Kwabwai,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25760,Nomad Medical Centre,Marsabit,Marsabit,Saku,Marsabit Central,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25762,HUSSEIN TAROLE MEDICAL CLINIC,Isiolo,Isiolo,Merti,Cherab,Medical Clinic,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25763,GOTU DISPENSARY ISIOLO,Isiolo,Isiolo,Isiolo,Ngare Mara,Dispensary,Ministry of Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25764,Aga khan Hospital-Bamburi,Mombasa,Mombasa,Kisauni,Shanzu,Medical Center,Private Practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
